Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
Commercial Fishing Occupational Safety Training Project Grants (T03),https://www.grants.gov/search-results-detail/334972,2028-01-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Agency for Healthcare Research and Quality (AHRQ)-sponsored National Research Service Award (NRSA) Individual  Postdoctoral Fellowship (F32),https://www.grants.gov/search-results-detail/343491,2025-08-08,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
HEAL Initiative:  Career Development Awards in Implementation Science for Substance Use Prevention and Treatment (K23 - Clinical Trial Required),https://www.grants.gov/search-results-detail/342297,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Topology,https://www.grants.gov/search-results-detail/340544,2025-11-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Geometric Analysis,https://www.grants.gov/search-results-detail/340545,2025-11-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NSF Astronomy and Astrophysics Postdoctoral Fellowships,https://www.grants.gov/search-results-detail/342747,2025-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Earth Sciences Instrumentation and Facilities,https://www.grants.gov/search-results-detail/338428,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/343474,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
AHRQ Conference Grant Programs (R13),https://www.grants.gov/search-results-detail/343175,2026-10-31,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
HEAL Initiative:  Career Development Awards in Implementation Science for Substance Use Prevention and Treatment (K01 - Clinical Trial Required),https://www.grants.gov/search-results-detail/342406,2025-11-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18),https://www.grants.gov/search-results-detail/334048,2025-05-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Algorithms for Modern Power Systems,https://www.grants.gov/search-results-detail/337984,2026-02-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Solar, Heliospheric, and INterplanetary Environment",https://www.grants.gov/search-results-detail/337985,2025-10-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Sustaining Infrastructure for Biological Research,https://www.grants.gov/search-results-detail/329293,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Academic Research Enhancement Award (AREA) for Undergraduate-Focused Institutions (R15 Clinical Trial Required),https://www.grants.gov/search-results-detail/354081,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Foundational Research in Robotics,https://www.grants.gov/search-results-detail/324369,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"Decision, Risk and Management Sciences",https://www.grants.gov/search-results-detail/348058,2025-08-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NEI Center Core Grant for Vision Research (P30 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/347865,2025-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional),https://www.grants.gov/search-results-detail/348813,2026-05-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH",https://www.grants.gov/search-results-detail/347858,2028-04-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
D-START: Data Science Track Award for Research Transition (D/START) (R03-Clinical Trial Optional),https://www.grants.gov/search-results-detail/357733,2027-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Growing Research Access for Nationally Transformative Economic Development,https://www.grants.gov/search-results-detail/346203,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
"Communications, Circuits, and Sensing-Systems",https://www.grants.gov/search-results-detail/346204,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Scholarships in STEM Network,https://www.grants.gov/search-results-detail/345091,2025-08-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
AHRQ Small Research Projects to Advance the Science of Primary Care (R03),https://www.grants.gov/search-results-detail/345618,2027-03-19,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement Clinical Trial Optional),https://www.grants.gov/search-results-detail/344322,2025-10-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/345300,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDA Research Center of Excellence Grant Program (P50 Clinical Trial Optional),https://www.grants.gov/search-results-detail/345364,2025-11-18,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Avenir Award Program for Genetics or Epigenetics of Substance Use Disorders (DP1 Clinical Trial Optional),https://www.grants.gov/search-results-detail/344139,2025-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
TTO Office Wide (OW) BAA,https://www.grants.gov/search-results-detail/355046,2025-06-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research,https://www.grants.gov/search-results-detail/343725,2027-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mathematical Biology,https://www.grants.gov/search-results-detail/341997,2025-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Computational and Data-Enabled Science and Engineering in Mathematical and Statistical Sciences,https://www.grants.gov/search-results-detail/341998,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Research in the Formation of Engineers,https://www.grants.gov/search-results-detail/350230,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Innovation Corps Teams (I-CorpsTM* Teams)  Program,https://www.grants.gov/search-results-detail/330934,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
SPURRING PROJECTS TO ADVANCE ENERGY RESEARCH AND KNOWLEDGE SWIFTLY (SPARKS),https://www.grants.gov/search-results-detail/350952,2029-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Advancing Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (R43/R44 Clinical Trial Optional),https://www.grants.gov/search-results-detail/341289,2025-09-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial,https://www.grants.gov/search-results-detail/356042,2026-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Centers for AIDS Research (P30 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/346745,2025-08-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional),https://www.grants.gov/search-results-detail/346749,2025-08-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
DEVCOM ARMY RESEARCH LABORATORY BROAD AGENCY ANNOUNCEMENT FOR FOUNDATIONAL RESEARCH,https://www.grants.gov/search-results-detail/344592,2027-11-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/344643,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"Electronics, Photonics and Magnetic Devices",https://www.grants.gov/search-results-detail/345872,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Late-Stage Translation of Biomedical and Behavioral Research Results in Arthritis and Musculoskeletal and Skin Diseases from Academic/Non-profit Lab to Marketplace (SBIR [R43/R44] Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/344212,2025-09-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Developmental Centers for AIDS Research (P30 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/346747,2025-08-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Human-Environment and Geographical Sciences Program - Doctoral Dissertation Research Improvement Awards,https://www.grants.gov/search-results-detail/335724,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Javits Neuroscience Investigator Award  Extension Request (Type 4 Clinical Trial Optional),https://www.grants.gov/search-results-detail/343124,2025-09-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
LPS Qubit Collaboratory (LQC),https://www.grants.gov/search-results-detail/332894,2026-04-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH,https://www.grants.gov/search-results-detail/345241,2028-01-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Alzheimer's Disease Research Centers (P30 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/345351,2025-09-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Improving Undergraduate STEM Education: Directorate for STEM Education,https://www.grants.gov/search-results-detail/344124,2025-07-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Oceanographic Facilities and Equipment Support,https://www.grants.gov/search-results-detail/344715,2026-01-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Modern Equipment for Shared-use Biomedical Research Facilities: Advancing Research-Related Operations (S15 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355855,2026-09-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Emerging Global Leader Award (K43 Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356723,2026-12-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Innovative Research in Cancer Nanotechnology (IRCN; R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357274,2026-05-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Advanced Computing Systems &amp; Services: Adapting to the Rapid Evolution of Science and Engineering Research 2.0,https://www.grants.gov/search-results-detail/355031,2025-06-24,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
The Role of Work in Health Disparities in the U.S. (R01 Clinical Trials Optional),https://www.grants.gov/search-results-detail/357379,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Utilizing Invasive Recording and Stimulating Opportunities in Humans to Advance Neural Circuitry Understanding of Mental Health Disorders (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357346,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Shared Instrumentation Grant (SIG) Program (S10 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356886,2027-06-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Enhancing Reuse of NHGRI Data Assets (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357170,2026-02-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NCCIH Natural Product Early Phase Clinical Trial Phased Innovation Award (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357490,2026-11-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Computational and Data-Enabled Science and Engineering,https://www.grants.gov/search-results-detail/356055,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
Prevention and Intervention Approaches for Fetal Alcohol Spectrum Disorders (R61/R33 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357375,2026-11-17,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Global Infectious Disease Research Training Program (D43 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353590,2026-08-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NICHD Small Research Grant Program (R03 Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/357158,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Catalyze: Product Definition  Medical Device Prototype Optimization (R33 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357340,2027-12-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
CCRP Initiative: NIH Countermeasures Against Chemical Threats (CounterACT) Basic Research on Chemical Threats that Affect the Nervous System (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356935,2026-10-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R01 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/356596,2026-03-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Early Immune System Development and Ontogeny (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357937,2029-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Fluid Dynamics,https://www.grants.gov/search-results-detail/347020,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
NLM Grants for Scholarly Works in Biomedicine and Health (G13 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/348175,2026-02-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
A Science of Science Approach to Analyzing and Innovating the Biomedical Research Enterprise,https://www.grants.gov/search-results-detail/347026,2025-09-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Probability,https://www.grants.gov/search-results-detail/353353,2025-09-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353751,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDDK Central Repository Non-renewable Sample Access (X01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/341592,2025-06-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimer's Dementia (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357200,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/356236,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357309,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH HEAL Initiative PainCare Clinician Training Program (PCTP): Mentored Clinical Scientist Development Awards (K08 - Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/355210,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Pilot Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/356923,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
NIH HEAL Initiative PainCare Clinician Training Program (PCTP): Mentored Clinical Scientist Development Awards (K08 - Basic Experimental Studies with Humans (BESH) Required),https://www.grants.gov/search-results-detail/355212,2027-07-12,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
High Priority HIV and Substance Use Research (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/355867,2027-02-11,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Assay Development and Neurotherapeutic Agent Identification (R61/R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356800,2027-10-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIDA Avant-Garde Program for HIV and Substance Use Disorder Research (DP1 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357292,2025-08-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357205,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357004,2028-01-06,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Catalyze: Enabling Technologies and Transformative Platforms for HLBS Research (R33 - Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/357330,2027-12-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIA Multi-site Clinical Trial Implementation Grant (R01 Clinical Trial Required),https://www.grants.gov/search-results-detail/357001,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Human-Environment and Geographical Sciences Program,https://www.grants.gov/search-results-detail/356943,2025-08-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Assay Development and Screening for Discovery of Validated Chemical Hits for Brain Disorders (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357020,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Tribal Institutional Review Board Establishment and Enhancement (TIRBEE) (R24 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355987,2027-01-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
HIV Prevention and Alcohol (R34 Clinical Trials Optional),https://www.grants.gov/search-results-detail/357390,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Basic Research in Cancer Health Disparities (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357193,2027-11-16,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Targeting Cell Surface HIV Envelope for Cell Elimination (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357488,2028-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2028
Advancing Learning Health Care Research in Outpatient Mental Health Treatment Settings (R34 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357327,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356911,2025-10-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Early Stage Testing of Pharmacologic or Neuromodulatory Device-based Interventions for the Treatment of Mental Disorders (R61/R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357433,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
"Alcohol Treatment, Pharmacotherapy, and Recovery Research (R34 Clinical Trial required)",https://www.grants.gov/search-results-detail/357444,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDCR Small Research Grants for Analyses of Existing Genomics Data (R03 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357210,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356680,2026-10-14,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Building in vivo Preclinical Assays of Circuit Engagement for Application in Therapeutic Development (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357285,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Schizophrenia and related disorders during mid- to late-life (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357181,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Social disconnection and Suicide Risk in Late Life (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357197,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Transatlantic Partnership Program,https://www.grants.gov/search-results-detail/357083,2025-06-01,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required),https://www.grants.gov/search-results-detail/357492,2026-11-13,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Towards a Better Understanding of the Neurological Effects of Infection-Associated Chronic Illnesses (R01 - Clinical Trial Optional),https://www.grants.gov/search-results-detail/356747,2025-11-05,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIDCR Research Grants for Analyses of Existing Genomics Data (R01) (Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357212,2026-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Computer and Information Science and Engineering (CISE): Core Programs,https://www.grants.gov/search-results-detail/355324,2025-10-23,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Leveraging Extant Data to Understand Developmental Trajectories of Late Talking Children (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357253,2025-10-02,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Functional Validation and/or Characterization of Genes or Variants Implicated in Substance Use Disorders (R21/R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355901,2025-07-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Mitochondrial-associated Mechanisms of Neuropathological and Immunodeficient Aging in the Context of HIV and SUD (R21 Clinical Trials Not Allowed),https://www.grants.gov/search-results-detail/356597,2026-03-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
"NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",https://www.grants.gov/search-results-detail/357230,2027-02-26,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Innovation Grants to Nurture Initial Translational Efforts (IGNITE):  Development and Validation of Model Systems to Facilitate Neurotherapeutic Discovery (R61/R33 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356802,2027-10-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357180,2026-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Accelerating the Pace of Substance Use Research Using Existing Data (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357544,2027-12-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) for the Office of Education,https://www.grants.gov/search-results-detail/356002,2026-09-30,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Academic-Industrial Partnerships (AIP) to Translate and Validate In Vivo Imaging Systems (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357018,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
ARMY APPLICATIONS LAB BROAD AGENCY ANNOUNCEMENT FOR DISRUPTIVE APPLICATIONS,https://www.grants.gov/search-results-detail/355150,2029-04-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2029
Standardizing Data and Metadata from Wearable Devices (R01 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/355241,2026-06-10,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Accelerating the Pace of Substance Use Research Using Existing Data (R21 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/357545,2027-12-03,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Biology of Bladder Cancer (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357251,2025-09-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Personal Health Informatics for Delivering Actionable Insights to Individuals (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/357273,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NCI Research Specialist (Clinician Scientist) Award (R50 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/356159,2025-11-04,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NIDCD Early Career Research(ECR) Award (R21 Clinical Trial Optional),https://www.grants.gov/search-results-detail/356763,2027-10-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Long Range Broad Agency Announcement (BAA) for NSWC Crane,https://www.grants.gov/search-results-detail/352238,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
AIDS Research Center on Mental Health and HIV/AIDS (P30 Clinical Trial Optional),https://www.grants.gov/search-results-detail/353125,2026-08-25,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/353055,2027-01-28,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Mentored Clinical Scientist Research Career Development Award (Parent K08 Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353747,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Midcareer Investigator Award in Patient-Oriented Research (Parent K24 - Independent Basic Experimental Studies with Humans Required),https://www.grants.gov/search-results-detail/353794,2027-05-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required),https://www.grants.gov/search-results-detail/345301,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
International Research Experiences for Students,https://www.grants.gov/search-results-detail/350910,2025-10-27,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
International Research Scientist Development Award (IRSDA) (K01) Independent Clinical Trial Not Allowed,https://www.grants.gov/search-results-detail/351917,2026-03-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Cancer Research Education Grants Program - Courses for Skills Development (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350415,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
Cancer Research Education Grants Program - Research Experiences (R25 Clinical Trial Not Allowed),https://www.grants.gov/search-results-detail/350279,2027-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2027
IDeA Clinical and Translational Research Development (CTR-D) Award (P20-Clinical Trial Optional),https://www.grants.gov/search-results-detail/350040,2025-10-09,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Accelerating Research through International Network-to-Network Collaborations,https://www.grants.gov/search-results-detail/350002,2025-09-15,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
NLM Research Grants in Biomedical Informatics and Data Science (R01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/343957,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
NIDA Program Project Grant Applications (P01 Clinical Trial Optional),https://www.grants.gov/search-results-detail/345314,2026-01-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2026
Research Experiences for Undergraduates,https://www.grants.gov/search-results-detail/348985,2025-08-20,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Human Networks and Data Science,https://www.grants.gov/search-results-detail/348260,2025-08-07,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),2025
Combustion and Fire Systems,https://www.grants.gov/search-results-detail/347509,Not specified,Synopsis,Posted,Not listed,Grants.gov (Grants.gov),Not specified
